id,district,street,name,beds,since,address,phone,zipcode,type,legal_person
468,青浦区,白鹤镇,上海青浦区白鹤镇养护院,432,2019-09-24,上海市青浦区白鹤镇程鹤路399号,39291800,201709,公建民营,侯诗敏
469,青浦区,华新镇,上海市青浦区华新镇凤溪社区养老院,55,2017-12-13,上海市青浦区华新镇凤雅路906号,59773238,201708,公建民营,郇建冰
470,青浦区,华新镇,上海市青浦区华新镇康华养护院,324,2017-11-16,上海市青浦区华新镇华强街495号,59794395,201708,公建民营,王晖
471,青浦区,金泽镇,上海青浦区金泽镇水云涧养护院,300,2023-10-23,上海市商榻北路310号,18321279707,,公建民营,时灿
472,青浦区,练塘镇,上海市青浦区练塘镇九峰养护院,566,2018-09-05,上海市青浦区练塘镇张联村钟联500号,59295002,201715,公建民营,钱海平
473,青浦区,夏阳街道,上海中福会养老院,270,2007-05-25,上海市青浦区夏阳街道公园东路1126号,69719831,201700,民建民营,许颖
474,青浦区,夏阳街道,上海市青浦区夏阳街道安康养护院,129,2012-07-12,上海市青浦区夏阳街道王仙村588号,13601858699,201700,民建民营,邬亮
475,青浦区,夏阳街道,上海青浦区冉升塔湾新天地养老院,248,2007-04-22,上海市沪青平公路5251号,59721990,201700,民建民营,唐仁妹
476,青浦区,夏阳街道,上海青浦区夏阳街道养护院,541,2020-08-05,上海市秀泽路653号,021-69830500,201700,公建民营,高伟华
477,青浦区,香花桥街道,上海市青浦区亚莱菲养护院,565,2010-04-20,上海市北青公路普光路209号,021-59705068,201707,民建民营,江丁山
478,青浦区,香花桥街道,上海市青浦区香花桥街道大盈养护院,72,1999-06-09,上海市青赵路5701号,59221268,201712,公建公营,王瑞
479,青浦区,香花桥街道,上海盈康养老院,335,2010-09-16,上海市大盈路488号,18049901373,201712,民建民营,秦士新
480,青浦区,香花桥街道,上海青浦区香花苑养老院,181,2010-07-01,上海市青浦区香花桥街道华青路1099号,13818696997,201700,民建民营,陈鑫
481,青浦区,徐泾镇,上海青浦区徐泾镇养护院,852,2021-03-24,上海市乐高路59号,021-69830321,,公建民营,侯诗敏
482,青浦区,盈浦街道,上海青浦区仁泽盈浦养护院,590,,上海市青浦区青赵公路809弄6-7号,,,,李益
483,青浦区,赵巷镇,上海青浦区仁泽赵巷养护院,345,2019-11-15,上海市芦沈路59号,59755128,201703,公建民营,金品昌
484,青浦区,赵巷镇,上海青浦区崧泽养护院,309,2023-11-23,上海市青浦区崧淀二路22号,021-59813869,,公建民营,金品昌
485,青浦区,赵巷镇,上海青浦区赵巷崧华养护院,204,2024-05-30,上海市华科东路36-1号,18049922052,,公建民营,江伟
486,青浦区,重固镇,上海青浦区重固九如城福泉养护院,298,2020-05-05,上海市芦花浜路29号,69726011,201706,公建民营,郇建冰
487,青浦区,朱家角镇,上海垦森凯养老院,107,2023-04-05,上海市青浦区淀山湖大道3388弄1-25号2幢2-6层,021-59253328,,民建民营,程娟
488,青浦区,朱家角镇,上海市青浦区朱家角镇养护院,537,2019-10-31,上海市沈太路85号,021-59830702,201714,公建民营,许彩英
489,青浦区,朱家角镇,上海澳维养老院,158,2017-08-09,上海市青浦区朱家角镇康业路888弄72号,17317686979,201714,民建民营,沈志强
490,青浦区,朱家角镇,上海青浦区淀山湖福利院,850,2020-12-04,上海市青浦区东圩河路66号,51212160,,公建民营,秦英
491,松江区,车墩镇,上海市松江华阳敬老院,200,2017-09-22,上海市环阳支路6弄20号,02157774802,201611,民建民营,金国青
492,松江区,车墩镇,上海市松江车墩敬老院,228,2018-10-30,上海市松江区车墩镇长溇村160号,57602761,201611,公建民营,吴佳超
493,松江区,洞泾镇,上海市松江洞泾敬老院,156,2023-10-19,上海市松江区洞泾镇沪松公路3715弄9号,57671608-8019,201619,公建公营,王春琴
494,松江区,方松街道,上海松江区华康养老院,1000,2023-03-07,上海市松江区南期昌路600号,37688899,,公建民营,张婕
495,松江区,方松街道,上海松江方松街道敬老院,150,2017-10-05,上海市三新北路1800弄18号楼,37025500,201620,公建民营,王斌
496,松江区,广富林街道,上海市松江社会福利院,560,2017-09-18,上海市龙腾路1155号,57700888,201620,公建公营,杨霞静
497,松江区,广富林街道,泰康之家申园（上海）养老服务有限公司,2664,2015-12-25,上海市松江区广轩路298号，299号1幢1-14 层、2幢、3幢1-14层、6幢1-14层,13816701761,201600,民建民营,邱建伟
498,松江区,九里亭街道,上海松江九里亭街道燕喜雁居养老院,170,2024-09-01,上海市松江区滨亭路256弄1-4号,13052328230,,公建民营,朱辉
499,松江区,九亭镇,上海唐人百老汇福利院,600,2017-10-21,上海市龙高路815号,021-67626005,201615,民建民营,唐世隆
500,松江区,九亭镇,上海松江区九亭镇福利院,190,2002-04-25,上海市九新公路811弄99号原田荘路,57639583,201615,公建民营,季兰英
501,松江区,泖港镇,上海市松江泖港敬老院,156,2013-02-28,上海市新乐路1号,021-57861482,201607,公建公营,蒋英
502,松江区,泖港镇,上海松江区厚德养老院,150,2018-02-08,上海市松江区泖港镇五厍支路27号,57871693,201606,民建民营,沈维芳
503,松江区,佘山镇,上海市松江佘山敬老院,250,2018-04-17,上海市细林路9号,57659578,201602,公建民营,赵曙光
504,松江区,佘山镇,纵横颐享（上海）养老院,71,,上海市松江区佘山镇佘苑南路358弄1号楼,,,,王勇
505,松江区,石湖荡镇,上海市松江石湖荡敬老院,130,2001-07-09,上海市松江区石湖荡镇金胜村新闸313号,021-57841318,201617,公建公营,陆勤芳
506,松江区,泗泾镇,上海松江泗泾国松康养养护院,1030,2021-03-17,上海市泗通路411号,57855083,,公建民营,徐亚峰
507,松江区,泗泾镇,上海松江泗泾新凯敬老院,164,2021-02-04,上海市泗凯路535号,021-57663367,,公建民营,王斌
508,松江区,小昆山镇,上海市松江小昆山敬老院,400,2015-10-30,上海市小昆山镇,13641973380,201616,公建民营,杨兵
509,松江区,新浜镇,上海市松江新浜敬老院,216,2017-08-16,上海市新浜街道,57891939,201605,公建民营,王秀娟
510,松江区,新桥镇,上海黄浦区华朝老年公寓,59,2014-03-13,上海市松江区新桥镇明兴路595弄87号,57689462,201600,民建民营,邱国华
511,松江区,新桥镇,上海黄浦区大众养老院,500,2014-01-01,上海市申南二路131号,67648400,201612,民建民营,陆晓茸
512,松江区,新桥镇,上海市松江新桥敬老院,308,2017-09-12,上海市申浜路288号,57642895,201612,公建民营,唐益仙
513,松江区,叶榭镇,上海市松江叶榭敬老院,428,2017-09-20,上海市张泽社区,15821694716,201608,公建民营,金文芳
514,松江区,叶榭镇,上海蓝色港湾福利院,400,2003-11-03,上海市松江区叶榭镇张泽辕门路111号,57887242,201608,民建民营,俞金章
515,松江区,永丰街道,上海秀野养老服务有限公司,75,2019-11-29,上海市永丰路20号,57610679,201600,民建民营,杨蓉
516,松江区,永丰街道,上海市第四社会福利院,550,1980-07-29,上海市永隆路788号,57822397,201600,公建公营,沈翠翠
517,松江区,岳阳街道,上海松江岳阳街道养老院,80,2017-09-07,上海市松江区岳阳街道松汇中路401弄8号,37785380,201600,公建民营,王志朋
518,松江区,中山街道,上海松江中山街道燕喜雁居敬老院,120,2021-05-20,上海市沪松路275号,13061698293,,民建民营,朱辉
519,松江区,中山街道,上海松江亲清养老院,280,2011-03-01,上海市松江区中山街道辰花路387号,57675918,201619,民建民营,朱红
520,徐汇区,漕河泾街道,上海乐缘养老院,198,2012-09-01,上海市宾阳路36号,13052470990,200235,公建民营,包勍颀
521,徐汇区,枫林路街道,上海徐汇区枫林街道第二敬老院,110,2005-10-01,上海市徐汇区枫林路街道龙华路3208弄32号,54590997,200232,公建民营,蒋跃红
522,徐汇区,枫林路街道,上海市第一社会福利院,300,1964-01-01,上海市宛平南路465号,31758006,200032,公建公营,沈健
523,徐汇区,虹梅路街道,上海徐汇区虹梅养老院,80,2007-08-22,上海市徐汇区虹梅路街道虹梅路0弄1501号,54481263,200233,民建民营,潘玉贤
524,徐汇区,华泾镇,上海凯健华展养老院有限公司,86,2011-07-01,上海市徐汇区华泾镇华展东路33号,（021）5433-7768,200231,民建民营,邵明
525,徐汇区,华泾镇,上海市徐汇区第三老年福利院,200,2014-10-01,上海市徐汇区华泾镇华发路210号,34906969,200231,公建民营,柯维忠
526,徐汇区,华泾镇,上海徐汇区乐龄汇养老院,1568,2023-12-08,上海市徐汇区孝民路109号,021-33689019,,公建公营,楼似皎
527,徐汇区,华泾镇,上海徐汇区华汇老年福利院,750,2017-09-01,上海市徐汇区华泾镇银都路303号,34201506,200231,公建民营,张莉颖
528,徐汇区,华泾镇,上海徐汇区永康养老院,70,1998-01-01,上海市徐汇区华泾镇华发路100弄20~21号,64962525,200231,公建民营,王荣荣
529,徐汇区,华泾镇,上海徐汇区源梦颐养院,108,2014-12-01,上海市龙吴路2577号,54413727,200231,民建民营,杨嵘
530,徐汇区,康健新村街道,上海市徐汇区养老事业发展中心（上海市徐汇区社会福利院）一分部,180,1996-10-01,上海市徐汇区康健新村街道虹漕南601,54180600,200233,公建公营,姜洪英
531,徐汇区,康健新村街道,上海徐汇区康健敬老院,88,2006-12-01,上海市徐汇区康健新村街道桂林西街30弄41号,54187600,200233,民建民营,潘婕
532,徐汇区,康健新村街道,上海徐汇区新乐养老院,190,2003-05-01,上海市徐汇区康健新村街道江安88,54197284,200233,民建民营,徐东浩
533,徐汇区,凌云路街道,上海市徐汇区养老事业发展中心（上海市徐汇区社会福利院）,312,2001-08-01,上海市徐汇区凌云路街道龙州路600号,021-54290069,200237,公建公营,姚威
534,徐汇区,凌云路街道,上海徐汇区兰公馆老年公寓,168,2013-09-01,上海市徐汇区凌云路街道天等路430弄39号,64969077,200237,民建民营,张莉颖
535,徐汇区,凌云路街道,上海徐汇区梅陇敬老院,190,2008-12-01,上海市徐汇区凌云路街道虹梅南路126弄55号,64768188,200237,民建民营,周海洋
536,徐汇区,龙华街道,上海徐汇区金色港湾龙华颐养院,101,2006-06-01,上海市徐汇区龙华街道龙南三村85号,54091067,200232,民建民营,谢荣娣
537,徐汇区,田林街道,上海圣耐维颐养院有限公司,148,2020-09-10,上海市柳州路374弄12号,021-54979988,200233,民建民营,汤钧
538,徐汇区,田林街道,上海申养钦州路望年荟养老院,100,2018-12-28,上海市徐汇区田林街道钦州路828号,021-54660655,200233,民建民营,刘珂
539,徐汇区,斜土路街道,上海市徐汇区龙华街道怡乐家园养护院,237,2018-03-01,上海市徐汇区斜土路街道丰谷路180弄101号,54482528,200232,民建民营,柯维忠
540,徐汇区,斜土路街道,上海徐汇区悦颐养老院,200,2018-04-23,上海市徐汇区斜土路街道茶陵路76号,53555218,200032,公建民营,陈云晖
541,徐汇区,斜土路街道,上海徐汇区斜土街道第二敬老院,63,2006-10-01,上海市徐汇区斜土路街道大木桥路江南一村600弄54,64181132,200032,公建民营,孙颖
542,徐汇区,斜土路街道,上海徐汇区日晖养老院,200,2007-10-01,上海市斜土街道,64042727,200032,民建民营,崔明
543,徐汇区,徐家汇街道,上海徐汇区徐家汇街道敬老院,128,2017-10-03,上海市徐汇区徐家汇街道凯旋一村21号,64077922,200030,公建民营,曹晓薇
544,徐汇区,徐家汇街道,上海徐汇区颐祥养老院,53,1996-06-01,上海市徐汇区徐家汇街道斜土路2590弄7号,64381396,200030,民建民营,张荣康
545,徐汇区,长桥街道,上海徐汇区长桥街道敬老院,139,2003-08-14,上海市徐汇区长桥街道罗城路651弄65号,54112932,200237,公建民营,李俊霞
546,徐汇区,长桥街道,上海徐汇区长桥街道第二敬老院,60,1986-08-01,上海市徐汇区长桥街道长桥四村54,64103932,200231,公建民营,孙婷
547,徐汇区,长桥街道,上海徐汇区阳光养老院,136,2005-12-01,上海市徐汇区长桥街道平福19,64556813,200231,民建民营,季冬青
548,杨浦区,,上海杨浦区长海路街道敬老院,140,1999-12-01,上海市杨浦区五角场镇翔殷路505弄9号,55223596,200433,公建民营,边一行
549,杨浦区,大桥街道,上海杨浦区大桥社区老年公寓,235,2013-01-03,上海市平凉路1759号,51213318,200090,公建民营,张伟新
550,杨浦区,大桥街道,上海杨浦区怡百康养老院,160,2010-05-31,上海市双阳支路19号,65181362,200090,民建民营,周鲲
551,杨浦区,大桥街道,上海杨浦区惠仁养老院,77,1998-04-30,上海市杭州路107弄20号,021--65432029,200082,民建民营,郭强
552,杨浦区,大桥街道,上海杨浦区红枫家园养老院,82,2020-05-28,上海市临青路377号二层,021-65188501,200090,民建民营,樊玉光
553,杨浦区,大桥街道,上海杨浦区鑫光养老院,100,2008-01-30,上海市宁武路622号,65691698,200082,民建民营,曹振光
554,杨浦区,大桥街道,上海舒雅园敬老院,112,2011-12-01,上海市大桥街道,65397809,200090,民建民营,郭甫强
555,杨浦区,定海路街道,上海市杨浦馨安老年公寓,146,2021-09-05,上海市内江路海尚大厦6号、6-1号6-2号,18901710337,,民建民营,赵建华
556,杨浦区,定海路街道,上海杨浦区宏运敬老院,100,1998-12-31,上海市军工路400弄20号,021-65685539,200090,民建民营,陈解鸣
557,杨浦区,定海路街道,上海杨浦区海康敬老院,103,2010-01-20,上海市隆昌路8号,65688906,200090,民建民营,刘林娣
558,杨浦区,定海路街道,上海杨浦区爱光敬老院,140,2006-10-30,上海市波阳路301号,65695745,200090,民建民营,邹文滢
559,杨浦区,定海路街道,上海阳光养老院,210,1999-06-01,上海市定海路150号,65688038,200090,民建民营,刘彩华
560,杨浦区,江浦路街道,上海杨浦区康善养老院,92,2019-04-10,上海市杨浦区江浦路街道辽源西路0弄107号,13795482856,200092,民建民营,张娟
561,杨浦区,江浦路街道,上海杨浦区星辰颐养院,162,2025-01-10,上海市杨浦区辽源西路141号,,,民建民营,沈柏宇
562,杨浦区,江浦路街道,上海遐福养老院有限公司,258,2017-11-28,上海市杨浦区辽源西路230弄18号,021-55969696,200092,民建民营,王朝晖
563,杨浦区,控江路街道,上海杨浦区快乐靖宇养老院,133,2019-04-11,上海市控四二居委,18917181778,200093,民建民营,王海水
564,杨浦区,控江路街道,上海杨浦区控江路街道敬老院,50,2017-08-04,上海市杨浦区控江路街道凤城三村31号,65135287,200093,公建民营,毛莉莉
565,杨浦区,控江路街道,上海杨浦区新宇敬老院,50,1999-08-02,上海市沧州路180弄5号,55099737,200093,民建民营,沈小萍
566,杨浦区,控江路街道,上海杨浦区红日养老院,250,2006-07-03,上海市双阳路330号,55808755,200090,民建民营,陈琦
567,杨浦区,平凉路街道,上海市杨浦区社会福利院第一分院,295,2018-04-27,上海市杨浦区平凉路街道怀德路802号,65485013转8102,200082,公建公营,乔毅皓
568,杨浦区,平凉路街道,上海市杨浦香槟和熹会颐养院,306,2023-10-24,上海市江浦路321号,021-65059998,,民建民营,郭延洲
569,杨浦区,平凉路街道,上海杨浦区夕阳美阁养老院,191,2019-02-01,上海市杨浦区平凉路街道济宁路488号,18621808386,200082,民建民营,叶江海
570,杨浦区,平凉路街道,上海杨浦区新世纪养老院,80,2017-04-18,上海市兰州路390号,55217835,200082,民建民营,方秀兰
571,杨浦区,四平路街道,上海市杨浦区四平路街道敬老院,80,2007-11-01,上海市铁岭路50弄63号,55965905,200092,公建民营,沈潇
572,杨浦区,四平路街道,上海市杨浦长寿家园密云养老院,283,2022-01-27,上海市杨浦区密云路358号,,,民建民营,李碎希
573,杨浦区,五角场街道,上海杨浦区世纪养老院,100,2001-11-22,上海市政修路270号,65100875,200433,民建民营,郑霄
574,杨浦区,五角场街道,上海杨浦区市东敬老院,350,2017-08-28,上海市武东路55号,55660682   65130605,200433,民建民营,吴素倩
575,杨浦区,五角场街道,上海杨浦区政民敬老院,50,2000-01-03,上海市五角场街道,65113995,200433,民建民营,董小平
576,杨浦区,五角场镇,上海信养养老服务有限公司杨浦信澜养老院分公司,163,2022-09-30,上海市世界路203号,65501066,,民建民营,魏松
577,杨浦区,五角场镇,上海市杨浦区人和养老院,70,,上海市杨浦区市京一村7号,,,,潘赛华
578,杨浦区,五角场镇,上海杨浦区和禾和养老院,220,2019-03-26,上海市长海路街道,65101877,200433,民建民营,谈志刚
579,杨浦区,五角场镇,上海杨浦区新光敬老院,50,1998-11-28,上海市佳木斯路258号,13761628400,200433,民建民营,李韵华
580,杨浦区,新江湾城街道,上海杨浦区福象新江湾城老年福利院,300,2017-11-02,上海市政和路77号,021-65801323,200438,公建公营,鲁昌
581,杨浦区,新江湾城街道,上海杨浦区红日江湾养老院,153,,上海杨浦区新江湾城街道清流环二路351号,,,,吴旦
582,杨浦区,延吉新村街道,上海怡安养老院,170,2015-07-31,上海市松花江路327-1临,35360379,200093,民建民营,褚志兰
583,杨浦区,延吉新村街道,上海杨浦区康源养老院,185,2017-07-25,上海市控江七村,65507766,200093,民建民营,郑霄
584,杨浦区,延吉新村街道,上海杨浦区延吉街道养老院,209,2010-05-03,上海市杨浦区延吉新村街道控江路0弄600号,65485083,200093,公建民营,陈琦
585,杨浦区,延吉新村街道,上海杨浦区延吉街道耆乐园养老院,300,2017-08-01,上海市周家嘴路3531号,55082773,200093,民建民营,陈航
586,杨浦区,延吉新村街道,上海杨浦区水丰敬老院,50,2017-11-27,上海市控江路680弄12号,65300324,200093,民建民营,莫金燕
587,杨浦区,殷行街道,上海市杨浦区宏原敬老院,50,1999-12-01,上海市杨浦区殷行街道民星二村37号,021-65578577,200438,民建民营,周其萍
588,杨浦区,殷行街道,上海市杨浦区殷行街道敬老院,120,1999-12-01,上海市开鲁路286弄7号,65748197，65741211,200438,公建民营,蔡巍娅
589,杨浦区,殷行街道,上海杨浦区中原敬老院,50,1999-12-30,上海市民星二村28号,65577472,200438,民建民营,王素琴
590,杨浦区,殷行街道,上海杨浦区久安养老院,538,2019-09-27,上海市国伟路300号E座（南侧）,55215676,200438,民建民营,赵建华
591,杨浦区,殷行街道,上海杨浦区夕阳红敬老院,50,1999-12-01,上海市市光四村106号,65321753,200438,民建民营,沈小萍
592,杨浦区,殷行街道,上海杨浦区寿星敬老院,50,1995-01-25,上海市殷行路470弄52号,65051347,200438,民建民营,易静芳
593,杨浦区,殷行街道,上海杨浦区民星第二敬老院,105,1999-12-30,上海市杨浦区殷行街道市光二村89号,65585153,200438,民建民营,马明素
594,杨浦区,殷行街道,上海杨浦区长恒养老院,85,2000-08-01,上海市杨浦区殷行街道殷行一村9号,65329343,200438,民建民营,黄满成
595,杨浦区,殷行街道,上海欣益养老院有限公司,508,2018-04-11,上海市民星二村居委会,65566087,200438,公建民营,胡位东
596,杨浦区,长白新村街道,上海市杨浦区社会福利院,820,1988-09-01,上海市杨浦区长白新村街道松花江路55弄05号,65483285,200093,公建公营,乔毅皓
597,杨浦区,长白新村街道,上海杨浦区汇晨长白老年福利院,444,2018-03-30,上海市民治路15号,65686670,200093,公建民营,张黎明
598,杨浦区,长白新村街道,上海杨浦区沁园春敬老院,50,2005-05-01,上海市长白,55823042,200093,民建民营,丁美珍
599,杨浦区,长白新村街道,上海杨浦区长白新村街道长馨养老院,120,2019-02-25,上海市杨浦区安图路18弄39号,55959066,200093,公建民营,蔡惠英
600,长宁区,,上海长宁颐养第四养老院,110,2008-03-01,上海市闵行区华漕镇中华美路60弄38号,021-62202062,201106,公建民营,高莉
601,长宁区,程家桥街道,上海人寿堂颐养院有限公司,248,2019-06-19,上海市长宁区程家桥街道虹桥路2302号6幢B1、7-9层,62177333、52063333,,民建民营,冯强
602,长宁区,程家桥街道,上海长宁区逸仙程桥敬老院,132,2010-05-01,上海市哈密路2008号,62629482,200336,民建民营,冯强
603,长宁区,程家桥街道,上海长宁区逸仙西郊养老院,48,2019-05-14,上海市虹桥路2302号7幢,52063333,200030,民建民营,冯强
604,长宁区,虹桥街道,上海虹桥敬老院,43,1994-12-01,上海市中山西路1030弄10号,62087012,200051,公建民营,朱秀君
605,长宁区,虹桥街道,上海长宁万宏悦馨第二养老院,51,2023-03-31,上海市虹桥路1024弄4号2层,62788803,,民建民营,陈庆
606,长宁区,虹桥街道,上海颐养第三养老院,73,2018-02-01,上海市长宁区长顺路55号,52821819,200051,民建民营,黄艳
607,长宁区,华阳路街道,上海华阳敬老院,113,1987-09-01,上海市长宁区华阳路街道长宁路396弄79号,62258022,200042,公建民营,王瑞华
608,长宁区,华阳路街道,上海金福第四养老院,93,2018-04-01,上海市长宁支路150号,62588811,200042,民建民营,徐兵
609,长宁区,华阳路街道,上海长宁万宏悦馨养老院,271,2021-12-09,上海市长宁路250号,021-52680268,,公建民营,陈庆
610,长宁区,江苏路街道,上海金福第二养老院,163,2010-09-13,上海市愚园路1088弄110支弄22号,62125056,200050,民建民营,徐兵
611,长宁区,江苏路街道,上海长宁区逸仙第三敬老院,490,2010-08-01,上海市长宁区江苏路街道安西路651号,021-32560001,200050,民建民营,冯强
612,长宁区,天山路街道,上海金福养老院,122,2009-11-01,上海市长宁区天山路街道玉屏南路571号,62592269,200051,民建民营,徐兵
613,长宁区,天山路街道,上海长宁区逸仙天山养老院,42,2016-12-27,上海市玉屏南路373号,62458500,200051,民建民营,冯强
614,长宁区,仙霞新村街道,上海长宁万宏悦馨第一养老院,52,2020-10-15,上海市安龙路447弄4号,021-52993096,,民建民营,王晓明
615,长宁区,仙霞新村街道,上海长宁区仙霞社区逸仙敬老院,50,2004-02-01,上海市长宁区仙霞新村街道芙蓉江路100弄1号,62597018,200336,公建民营,冯强
616,长宁区,仙霞新村街道,上海长宁区逸仙第二敬老院,372,2007-08-01,上海市长宁区仙霞新村街道茅台路616号,13052076680,200336,民建民营,冯强
617,长宁区,仙霞新村街道,上海颐养第二敬老院,80,2013-12-01,上海市茅台路455弄8号,52834776,200335,民建民营,黄艳
618,长宁区,仙霞新村街道,长宁区颐养敬老院,61,1996-06-01,上海市长宁区仙霞新村街道茅台路1355弄7-8号,021-62598488,200336,民建民营,黄艳
619,长宁区,新泾镇,上海华松敬老院,118,2005-10-01,上海市长宁区新泾镇仙霞西路700弄63号,62397552,200335,民建民营,殷文明
620,长宁区,新泾镇,上海市长宁区新泾敬老院,60,2017-04-13,上海市长宁区新泾镇剑河路599弄85号,52209181,200335,公建民营,徐樱
621,长宁区,新泾镇,上海市长宁安馨敬老院,308,2008-11-01,上海市林泉路157号,51119990,200335,民建民营,黄建军
622,长宁区,新泾镇,上海市长宁安馨第三敬老院,148,2014-09-17,上海市淞虹路681号,51119980,200336,民建民营,黄建军
623,长宁区,新泾镇,上海神州敬老院,318,2008-01-01,上海市长宁区新泾镇仙霞西路601号,62386057,200335,民建民营,郑宇
624,长宁区,新泾镇,上海祥福颐养院,496,2010-08-25,上海市协和路99号,021-32569869,200335,民建民营,费鸣
625,长宁区,新泾镇,上海西郊协和颐养院,825,2013-04-01,上海市长宁区新泾镇协和路295号,021-62908787,200335,公建民营,冯强
626,长宁区,新泾镇,上海金福第三养老院,398,2016-09-01,上海市广顺路18号,021-52689677,200335,民建民营,徐兵
